age,workclass,edu,yearsedu,married,occupation,relationship,race,sex,income,loss,hours,country,rich
9.8676,78.142,63,3.1364,61,82,103,101,37,0,19.788,15.915,98,0
12.096,78.639,90,3.1749,28,55.511,66.561,89.372,37,0,0,12.757,98,0
7.6394,80,90,3.1831,61,55.511,49,101,51.526,0,0,12.758,94.076,0
13.051,57,20,3.1749,61,55.511,49,89.372,59,0,0,12.732,98,0
14.961,80,90,3.1831,61,55.511,49,101,59,0,0,14.324,98,0
12.265,36,20,4.138,61,94,49,101,53.273,483.41,0,7.6394,94.727,0
7.3211,80,6,0.95493,61,96,70,89.368,59,0,0,12.732,64,0
11.459,80,90,3.1831,28,26,68,101,53.803,0,33.283,12.732,98,0
7.6394,78.639,42,2.8648,59.961,85,68,89.371,59,0,0,12.732,98,0
8.2761,80,63,4.4563,65,82,68,101,54.987,0,597.15,12.732,98,0
6.0479,78.639,42,3.1748,65,55.511,73,101,51.522,0,0,12.732,53,0
13.369,57,90,3.1831,65,55.474,62.017,101,37,0,426.54,12.732,98,0
11.777,78.639,42,2.8648,28,14,99,101,37,0,0,11.141,98,0
5.7296,80,44.214,2.2282,65,85,63.683,101,37,484.08,0,12.732,98,0
11.141,80,42,2.8648,28,26,68,101,59,0,29.919,19.099,98,0
5.4113,80,3,2.2282,65,85,73,101,37,0,0,3.8197,98,0
14.006,78.639,42,2.8648,61,96,66.569,21,59,0,0,12.732,98,0
11.141,80,43.742,3.1831,65,85,68,15,37,0,4.9436,11.574,98,0
19.099,80,44.38,2.8648,61,26,49,17,59,0,0,12.732,98,0
15.915,78.639,18,3.1748,28,85,66.563,101,37,0,0,12.732,98,0
12.096,80,20,4.138,61,85,49,101,59,0,0,15.915,94.075,0
14.324,78.639,20,4.138,61,55.511,49,101,59,0,0,17.507,98,0
7.9577,78.64,2,1.9099,65,26,68,89.369,51.522,0,0,12.732,98,0
12.637,80,90,3.1831,61,44,49,101,59,0,40.92,12.732,98,0
12.11,78.639,5,0.63662,28,55.511,66.563,101,59,0,0,12.732,94.075,0
28.648,80,42,2.8648,65,71,68,21,59,0,702.19,12.732,98,0
17.189,80,42,2.8648,59.96,14,49,21,59,0,0,6.3662,98,0
16.87,57,78,0.31831,65,58,68,101,37,0,0,11.141,98,0
5.7296,80,43.903,2.8648,65,85,73,101,37,424.39,24.995,12.732,93.893,0
19.099,78.64,2,1.9099,28,55.511,68,15,37,0,0,3.1831,98,0
12.153,88,42,2.8648,61,35,49,89.427,59,349.05,0,12.797,98,0
12.11,80,19,3.5014,59.961,14,68,101,37,0,0,6.3662,25,0
20.69,80,42,2.8648,59.961,14,68,101,37,0,0,12.732,98,0
11.141,80,44.564,2.2282,89,96,68,21,51.105,325.48,0,12.732,98,0
13.051,80,42,3.1741,59.959,85,99,21,37,0,0,12.096,98,0
7.9577,80,90,3.175,65,14,68,101,59,0,0,13.369,98,0
10.504,80,90,3.1831,28,55.511,70,69,37,0,0,12.732,98,0
18.78,92,44.436,2.8648,61,71,49,101,59,549.56,35.905,12.732,98,0
12.732,92,90,3.1831,65,14,68,101,37,344.28,0,12.096,98,0
7.3211,80,42,2.8648,65,96,73,101,59,0,0,12.732,94.075,0
13.051,88,42,3.0837,59.867,55.503,103,101,37,195.04,0,6.3662,98,0
7.6394,78.639,44.382,3.8197,61,55.511,49,101,51.525,0,0,15.915,98,0
6.3662,78.639,44.381,3.1831,59.961,55.511,73,101,51.523,0,0,6.3662,98,0
12.096,80,46.439,3.1831,28,55.474,68,101,59,0,554.18,14.191,98,0
12.43,80,42,3.254,61,14,49,101,54.364,0,34.585,11.141,95.084,0
10.186,80,42,2.8648,65,71,68,101,52.591,432.43,0,10.823,98,0
14.324,80,42,3.175,61,14,49,101,59,0,0,12.732,94.076,0
13.369,80,44.38,4.138,61,14,103,89.367,51.521,0,0,12.732,98,0
18.78,57,2,1.9099,102,71,66.571,21,37,0,0,9.5493,98,0
6.0479,78.639,44.382,3.1831,65,55.511,73,101,51.523,0,0,12.732,94.075,0
12.111,80,90,3.1831,65,55.511,68,101,59,0,0,6.3662,98,0
6.3662,80,42,2.8648,59.961,71,73,101,37,0,0,12.757,98,0
10.186,78.712,42,2.8648,89,71,68,101,37,363.16,27.34,9.5493,98,0
14.324,80,19,3.1747,102,34,68,89.369,37,0,0,14.324,94.075,0
15.915,78.933,44.773,1.2732,59.761,26,65.225,101,52.187,0,29.906,12.927,98,0
11.459,80,44.276,4.138,28,82,73,101,37,475.41,0,12.732,94.484,0
12.577,80,44.835,2.8648,61,85,49,101,59,0,37.026,19.099,98,0
5.4113,80,3,2.2282,59.961,71,66.562,101,59,0,0,12.757,98,0
18.78,79.663,90,3.1831,61,85,49,101,59,1293.6,38.364,12.732,98,0
8.2761,80,3,2.2282,61,26,49,89.371,59,0,0,12.732,98,0
6.0479,78.639,44.381,3.1831,65,55.511,73,101,59,0,0,7.6394,23,0
10.504,80,20,4.138,65,82,68,101,37,0,0,14.324,98,0
12.154,80,8,1.5915,65,71,73,101,59,335.82,0,7.6394,98,0
15.915,88,63,4.4563,61,35,65.535,101,59,410.09,0,31.194,98,0
8.5944,57,63,4.4563,60.151,82,73,101,53.678,516.58,0,11.141,98,0
9.5493,78.639,42,2.8648,59.961,55.511,73,101,51.523,0,0,12.732,98,0
13.687,78.639,42,2.8648,61,44,49,89.373,59,0,0,12.732,98,0
11.141,80,90,3.1831,65,55.511,66.56,89.373,37,0,0,12.732,98,0
7.9577,78.639,90,3.1831,65,55.511,73,101,37,0,0,12.732,94.075,0
7.0028,80,20,4.138,65,82,68,101,37,0,0,12.756,39,0
10.823,78.64,18,3.174,28,85,99,21,37,0,0,14.324,98,0
19.099,80,20,4.138,28,55.511,68,89.368,37,0,0,13.369,98,0
6.6845,80,42,2.8648,65,55.511,73,89.37,59,0,0,12.732,98,0
15.915,80,90,3.1831,28,71,68,101,59,648.73,0,13.402,98,0
7.9577,80,44.381,4.138,65,34,68,101,37,0,0,12.732,98,0
15.915,80,7,1.2732,59.961,55.511,49,101,59,0,0,12.732,94.075,0
11.459,78.639,20,4.138,61,55.511,49,101,59,0,0,14.324,94.075,0
9.8676,80,42,2.8648,28,82,66.563,101,37,0,0,12.732,98,0
9.231,57,20,4.138,65,83,68,89.37,59,0,0,12.757,98,0
6.6845,80,90,3.1831,59.962,85,73,101,59,0,0,14.324,98,0
11.112,80,20,4.138,65,94,99,21,37,0,-3.857,12.732,98,0
20.69,80,42,2.8648,61,96,49,101,59,0,0,5.093,98,0
11.777,87,20,3.1747,59.961,85,66.563,89.37,37,0,0,19.099,94.075,0
12.414,78.181,63,4.4563,61,54.673,103,84.506,37,1102.6,7.9203,12.732,93.313,0
7.6394,80,44.382,2.8648,65,26,73,101,59,0,0,12.732,98,0
12.096,80,42,3.1749,28,85,68,101,59,0,0,25.465,98,0
6.6845,80,90,3.1831,59.961,71,66.567,17,51.521,0,0,7.9577,98,0
7.6394,80,90,3.1831,61,14,103,17,37,0,0,12.732,56,0
13.687,80,42,3.1748,28,14,68,101,37,0,0,12.732,98,0
12.184,78.766,18,3.8197,65,94,65.49,101,59,0,28.737,12.889,98,0
14.642,80,18,3.8197,65,82,68,101,37,0,0,10.504,94.074,0
8.2761,78.639,20,4.138,65,85,68,101,59,0,0,12.732,98,0
6.0479,78.639,90,3.1831,65,55.511,73,89.371,37,0,0,7.9577,98,0
7.0028,80,90,3.4489,65,85,73,101,59,612.94,31.706,4.7746,98,0
7.6394,80,44.382,3.1831,65,58,68,101,59,0,0,12.732,98,0
24.51,88,44.699,3.1831,60.273,85,49,101,59,0,36.779,13.399,95.109,0
7.0028,80,6,0.95493,61,58,70,101,37,0,0,12.732,64,0
9.231,80,90,3.1831,65,94,68,101,51.525,0,0,12.758,98,0
19.735,80,42,2.8648,102,71,68,101,37,0,0,7.6394,98,0
12.414,88,42,2.8648,61,34,49,89.373,59,0,0,12.758,98,0
13.14,80,90,3.1831,61,26,49,101,59,0,472.69,15.915,95.284,0
11.141,80,44.382,2.8648,28,96,68,101,59,0,0,12.757,98,0
9.231,80,3,2.2282,65,34,68,101,37,0,0,12.732,98,0
24.192,88,63,3.1751,61,55.511,49,101,59,0,0,3.1831,98,0
12.111,78.639,44.382,2.8648,61,55.511,49,89.373,59,0,0,14.324,98,0
7.3211,78.64,19,3.1742,65,55.511,73,21,37,0,0,4.7746,94.072,0
18.462,88,42,2.8648,61,44,49,101,51.525,0,0,12.732,98,0
21.008,80,44.908,2.8648,65,96,68,101,59,652.54,30.629,17.507,98,0
13.051,80,90,3.1831,59.744,26,68,21,59,224.39,0,14.324,98,0
8.2761,80,20,4.138,65,14,68,101,59,0,0,12.732,98,0
14.961,80,19,3.5014,65,55.511,68,89.37,59,0,0,12.732,98,0
17.507,57,2,1.9099,61,14,49,101,59,0,0,12.732,98,0
12.111,80,44.383,3.1751,61,96,49,101,59,0,0,12.732,98,0
5.4113,80,44.381,0.95493,65,71,70,101,51.523,0,0,15.279,64,0
9.5493,78.639,44.382,2.8648,65,55.511,70,89.371,59,0,0,12.732,94.075,0
15.597,80,63,3.175,59.962,82,68,101,59,0,0,19.099,98,0
12.108,80,42,2.8648,65,85,99,21,51.516,0,0,9.5493,43,0
14.324,80,42,2.8648,61,71,49,21,59,0,15.457,12.732,98,0
8.2761,80,18,3.8197,65,55.511,68,101,59,0,0,12.732,98,0
12.204,80,42,2.8648,65,35,64.515,101,59,0,30.737,6.3662,98,0
7.0028,92,90,3.1831,65,83,73,21,37,0,0,12.732,94.073,0
13.687,88,44.382,4.138,65,85,68,101,51.523,0,0,12.757,94.075,0
21.327,78.639,3,3.1749,61,55.511,49,89.371,59,0,0,2.5465,98,0
11.763,77.832,19,3.5014,28,54.954,99,101,37,0,15.252,12.732,98,0
17.825,80,18,3.8197,62,71,68,101,59,0,0,7.9577,51,0
9.8676,80,20,4.138,65,82,73,101,59,0,26.795,7.9577,98,0
12.111,78.639,42,3.175,59.961,71,49,89.373,59,0,0,12.732,98,0
14.642,78.639,3,3.1749,61,55.511,49,101,51.524,0,0,9.5493,98,0
20.69,80,3,2.2282,102,71,99,69,59,0,0,12.732,98,0
12.11,78.639,42,2.8648,61,14,103,101,37,0,0,11.141,98,0
8.2761,78.639,8,1.5915,61,26,49,101,51.523,0,0,12.732,77,0
11.459,80,44.38,3.1746,61,71,103,101,37,0,0,7.6394,98,0
13.687,80,20,4.138,61,96,49,101,59,0,33.826,13.179,98,0
7.0028,80,42,3.3044,62,85,68,101,59,511.34,0,17.507,94.811,0
12.472,80,42,2.8648,61,26,49,101,59,0,35.829,12.732,95.123,0
12.112,78.639,90,3.1831,61,55.511,49,101,59,0,0,14.324,98,0
7.0028,78.639,18,3.8197,65,85,66.563,101,37,0,0,4.7746,98,0
12.414,80,42,2.8648,28,85,99,101,51.521,0,0,12.756,98,0
8.2761,36,44.38,3.1831,65,14,99,101,37,0,0,4.7746,98,0
5.4113,80,3,2.2282,65,56.08,73,86.478,48.933,109.62,18.529,3.1831,92.834,0
14.324,80,42,2.8648,61,55.587,49,21,59,245.22,0,12.732,98,0
14.006,80,42,2.8648,65,26,68,21,59,0,0,12.732,98,0
6.3662,57,90,3.1831,65,55.511,66.559,89.373,51.526,0,0,3.1831,98,0
12.11,80,42,2.8648,61,26,103,101,37,0,0,12.732,94.074,0
7.3211,80,90,3.1831,65,85,68,92.159,59,0,35.231,12.732,94.587,0
14.642,88,63,4.4563,28,34,68,101,59,0,0,9.5493,94.075,0
12.437,80,42,3.26,61,85,49,101,54.459,0,35.034,15.915,98,0
17.189,80,42,2.8648,28,55.511,66.561,101,59,0,0,12.757,98,0
14.642,80,6,0.95493,28,55.458,68,96.432,37,0,744.53,14.68,98,0
12.111,80,90,3.1831,61,26,49,89.374,59,0,0,12.732,98,0
14.642,80,90,3.1831,60.011,55.913,68,101,37,535.12,0,12.732,98,0
12.11,57,90,3.1831,61,96,103,101,37,0,0,12.732,98,0
7.3211,78.639,42,2.8648,59.961,71,68,101,37,0,0,7.9577,98,0
9.231,80,44.382,2.8648,89,55.511,68,101,51.524,0,0,12.757,98,0
6.0479,78.639,90,3.1831,65,14,66.561,89.372,37,0,0,5.093,94.075,0
6.0479,80,42,2.8648,65,55.511,70,101,51.523,0,0,12.732,94.075,0
8.5944,80,20,4.138,65,26,68,101,59,0,28.783,15.915,98,0
14.642,78.639,18,3.8197,89,26,66.561,101,59,0,0,12.732,98,0
10.823,80,42,2.8648,65,71,66.562,101,37,0,0,11.141,98,0
14.006,80,90,3.1831,61,94,49,101,59,0,0,12.758,94.076,0
12.11,80,90,3.1831,28,44,99,101,37,0,0,12.732,94.074,0
6.3662,78.58,42,3.1315,65,55.589,70,88.24,37,274.18,0,11.141,93.729,0
6.3662,80,90,3.1831,59.962,44,73,101,59,0,0,12.758,98,0
8.9127,80,90,3.175,65,55.511,66.56,101,37,0,0,12.758,94.075,0
10.823,78.639,19,3.5014,28,94,68,101,37,0,0,12.757,98,0
8.9127,80,7,1.2732,59.942,44,49,69,59,0,23.177,12.605,84,0
8.9127,80,42,2.8648,61,55.511,49,101,59,0,0,12.732,98,0
14.642,79.221,42,2.8648,61,26,49,101,59,0,36.203,13.306,98,0
10.186,80,90,3.1831,61,34,49,101,59,0,0,12.758,98,0
12.109,57,90,3.1831,28,71,66.569,21,37,0,0,7.6394,98,0
7.6394,80,42,2.8648,65,44,99,21,37,0,0,12.754,98,0
10.504,80,90,3.1831,28,34,99,101,37,0,0,12.732,98,0
9.8676,92,90,3.1831,61,58,49,101,59,0,0,12.732,94.076,0
16.552,78.639,5,0.63662,61,55.511,49,101,59,0,0,12.732,94.075,0
9.5493,80,3,2.2282,59.746,71,73,101,37,236.68,0,6.0479,93.591,0
10.823,78.639,3,2.2282,89,55.511,68,21,51.518,0,0,12.732,94.073,0
10.823,92,42,3.1746,28,55.511,99,101,37,0,0,12.732,94.074,0
6.3662,78.639,44.383,3.1831,61,85,49,101,59,0,0,9.5493,94.076,0
5.4113,80,3,2.2282,65,44,73,101,59,692.64,22.834,5.7296,93.878,0
12.111,80,42,2.8648,59.961,55.511,68,101,51.523,0,0,12.732,98,0
10.504,80,2,3.1745,65,26,99,101,37,0,0,12.756,98,0
7.9577,78.639,42,2.8648,61,55.511,49,101,59,0,0,19.099,98,0
11.459,78.396,63,4.4563,65,82,68,101,54.122,0,448.18,13.916,98,0
7.3211,80,42,2.8648,65,44,68,101,59,0,0,12.757,94.075,0
14.961,57,63,3.1751,61,82,49,101,59,0,0,12.732,94.076,0
25.465,78.703,42,2.8648,102,55.645,66.306,101,51.636,361.78,0,12.816,94.201,0
5.4113,78.639,44.382,2.2282,65,55.511,73,101,59,0,0,12.732,94.075,0
12.2,88,20,4.138,62,82,68,101,37,692.01,0,12.732,98,0
13.247,80,90,3.1831,65,26,73,17,59,-336.69,630.25,12.732,75,0
10.823,57,44.021,2.8648,65,35,68,21,59,189.08,10.071,19.099,98,0
10.823,57,90,3.1831,59.962,83,68,101,51.525,0,0,12.758,98,0
7.3211,80,90,3.1831,59.962,14,49,89.374,59,0,0,12.732,98,0
13.369,78.639,90,3.1831,61,14,103,101,37,0,0,12.732,94.074,0
9.231,80,20,4.138,65,82,68,101,59,417.26,0,12.732,98,0
14.324,80,42,2.8648,28,14,66.562,101,37,0,0,12.757,98,0
12.11,36,42,2.8648,65,16,73,89.37,59,0,0,12.732,98,0
8.5944,80,8,1.5915,65,26,70,101,59,0,24.496,12.684,64,0
6.3662,80,90,3.1831,65,85,61.565,101,59,669.08,0,11.141,98,0
14.006,80,42,2.8648,102,34,99,21,37,0,0,12.732,98,0
16.234,80,42,2.8648,59.847,54.968,49,15,59,0,14.053,12.732,98,0
6.3662,80,42,3.2204,61,55.574,65.741,101,59,386.79,0,12.732,98,0
5.4113,78.648,3,2.9553,65,56.767,69.779,87.062,37,136.41,0,1.5915,98,0
12.109,78.64,42,3.1744,65,58,66.569,21,51.521,0,0,12.732,98,0
9.5493,80,42,2.8648,61,34,67.879,101,37,257.46,0,12.732,98,0
12.096,80,90,3.1831,59.961,96,66.567,21,59,0,0,15.915,98,0
7.3211,80,42,2.8648,61,96,49,101,59,0,0,19.099,98,0
10.186,78.639,90,3.1751,61,55.511,66.559,101,59,0,0,12.732,94.076,0
14.006,80,44.574,3.8197,65,35,73,101,59,0,30.051,12.732,98,0
